日期,股票代號,股票名稱,股數,權重
2025-06-02,2454,聯發科技,89000,5.41
2025-06-02,2330,台灣積體電路製造,116000,5.3
2025-06-02,2317,鴻海精密工業,719000,5.29
2025-06-02,2357,華碩電腦,149000,4.47
2025-06-02,2881,富邦金融控股,985000,3.89
2025-06-02,3044,健鼎科技,335000,3.3
2025-06-02,2382,廣達電腦,250000,3.27
2025-06-02,8016,矽創電子,319000,3.23
2025-06-02,2308,台達電子工業,176000,3.12
2025-06-02,6121,新普科技,171000,3.09
2025-06-02,2891,中國信託金融控股,1502000,3.03
2025-06-02,5904,寶雅國際,113000,2.84
2025-06-02,4915,致伸科技,769000,2.81
2025-06-02,5434,崇越科技,225000,2.79
2025-06-02,3702,大聯大控股,832000,2.62
2025-06-02,2345,智邦科技,73000,2.56
2025-06-02,2393,億光電子工業,582000,2.21
2025-06-02,6223,旺矽科技,51000,1.88
2025-06-02,2383,台光電子材料,48000,1.76
2025-06-02,6669,緯穎科技服務,15000,1.75
2025-06-02,6442,光紅建聖,75000,1.52
2025-06-02,3293,鈊象電子,38000,1.52
2025-06-02,3131,弘塑科技,26000,1.46
2025-06-02,2379,瑞昱半導體,56000,1.42
2025-06-02,3665,貿聯控股（BizLink Holding In,43000,1.32
2025-06-02,3653,健策精密工業,20000,1.27
2025-06-02,2059,川湖科技,13000,1.27
2025-06-02,2360,致茂電子,68000,1.09
2025-06-02,8039,台虹科技,484000,1.08
2025-06-02,2610,中華航空,940000,1.02
2025-06-02,3017,奇鋐科技,32000,0.97
2025-06-02,3529,力旺電子,9000,0.96
2025-06-02,6757,台灣虎航,207000,0.95
2025-06-02,1319,東陽實業廠,145000,0.92
2025-06-02,6670,復盛應用科技,53000,0.88
2025-06-02,3450,聯鈞光電,97000,0.86
2025-06-02,3227,原相科技,82000,0.86
2025-06-02,6446,藥華醫藥,34000,0.84
2025-06-02,9907,統一實業,869000,0.84
2025-06-02,8028,昇陽國際半導體,116000,0.76
2025-06-02,3211,順達科技,77000,0.75
2025-06-02,3491,昇達科技,47000,0.72
2025-06-02,3526,凡甲科技,60000,0.65
2025-06-02,8114,振樺電子,43000,0.64
2025-06-02,6561,是方電訊,32000,0.64
2025-06-02,6274,台燿科技,67000,0.56
2025-06-02,5234,達興材料,44000,0.45
2025-06-02,3714,富采投資控股,264000,0.43
2025-06-02,3605,宏致電子,170000,0.42
2025-06-02,6811,宏碁資訊服務,38000,0.42
2025-06-02,2723,開曼美食達人,48000,0.21
2025-06-03,2454,聯發科技,89000,5.41
2025-06-03,2330,台灣積體電路製造,116000,5.25
2025-06-03,2317,鴻海精密工業,719000,5.19
2025-06-03,2357,華碩電腦,149000,4.53
2025-06-03,2881,富邦金融控股,985000,3.93
2025-06-03,8016,矽創電子,319000,3.31
2025-06-03,3044,健鼎科技,335000,3.3
2025-06-03,2382,廣達電腦,250000,3.28
2025-06-03,2308,台達電子工業,176000,3.18
2025-06-03,6121,新普科技,171000,3.13
2025-06-03,2891,中國信託金融控股,1502000,3.08
2025-06-03,4915,致伸科技,769000,2.79
2025-06-03,5904,寶雅國際,113000,2.78
2025-06-03,5434,崇越科技,225000,2.76
2025-06-03,3702,大聯大控股,892000,2.76
2025-06-03,2393,億光電子工業,686000,2.53
2025-06-03,2345,智邦科技,54000,1.86
2025-06-03,2383,台光電子材料,48000,1.79
2025-06-03,6669,緯穎科技服務,15000,1.77
2025-06-03,3131,弘塑科技,26000,1.53
2025-06-03,3293,鈊象電子,38000,1.51
2025-06-03,2379,瑞昱半導體,56000,1.45
2025-06-03,2059,川湖科技,13000,1.34
2025-06-03,3665,貿聯控股（BizLink Holding In,43000,1.33
2025-06-03,3653,健策精密工業,20000,1.32
2025-06-03,2360,致茂電子,68000,1.11
2025-06-03,6442,光紅建聖,54000,1.07
2025-06-03,3017,奇鋐科技,32000,1.01
2025-06-03,2610,中華航空,940000,1
2025-06-03,1319,東陽實業廠,145000,0.92
2025-06-03,3529,力旺電子,9000,0.92
2025-06-03,6757,台灣虎航,207000,0.92
2025-06-03,6223,旺矽科技,24000,0.89
2025-06-03,3227,原相科技,82000,0.86
2025-06-03,6670,復盛應用科技,53000,0.85
2025-06-03,9907,統一實業,869000,0.84
2025-06-03,6446,藥華醫藥,34000,0.83
2025-06-03,3450,聯鈞光電,97000,0.83
2025-06-03,3211,順達科技,77000,0.77
2025-06-03,8028,昇陽國際半導體,116000,0.74
2025-06-03,8039,台虹科技,324000,0.72
2025-06-03,3491,昇達科技,47000,0.7
2025-06-03,3526,凡甲科技,60000,0.64
2025-06-03,6561,是方電訊,32000,0.64
2025-06-03,8114,振樺電子,43000,0.63
2025-06-03,6274,台燿科技,67000,0.6
2025-06-03,5234,達興材料,44000,0.48
